English,Kiswahili,Domain
"Nairobi County Government urges members of the public to identify and collect the bodies within one week, failure to which they will be disposed of at city cemeteries.","Serikali ya Kaunti ya Nairobi inawasihi wananchi kutambua na kukusanya miili hiyo ndani ya wiki moja, la sivyo itazikwa kwenye makaburi ya jiji.",Governance
"Success will hinge on lowering barriers to work and mobility, crowding in private investment, and strengthening local ecosystems while maintaining targeted, shock‑responsive support to protect the most vulnerable during the transition.","Mafanikio yatategemea kupunguza vizuizi vya kufanya kazi na uhamaji, msongamano katika uwekezaji wa kibinafsi, na kuimarisha mifumo ikolojia ya ndani huku tukidumisha usaidizi unaolengwa, unaoitikia mshtuko ili kulinda walio hatarini zaidi wakati wa mpito.",Disaster/Health
"World cancer day themed 'united by unique'. Experts emphasize on individualized patient-centered care. Govt called upon to ensure easy accessibility to cancer services  
Rising burden of cancer considered a threat to the economy","Siku ya saratani duniani yenye mada 'kuunganishwa na kipekee'. Wataalamu wanasisitiza huduma ya kibinafsi inayolenga mgonjwa. Serikali imeomba kuhakikisha upatikanaji rahisi wa huduma za saratani.
Mzigo unaoongezeka wa saratani unachukuliwa kuwa tishio kwa uchumi",Health
Livestock are critical for livelihoods. Report distressed animals to veterinary officers for feed and medical support.,Mifugo ni muhimu kwa riziki. Waripoti wanyama walio katika hali ngumu kwa maafisa wa mifugo kwa ajili ya chakula na usaidizi wa kimatibabu.,Security
"These Regulations may be cited as the Sports, Arts and Social Development Fund (Amendment) Regulations, 2024.","Kanuni hizi zinaweza kutajwa kuwa Kanuni za Mfuko wa Michezo, Sanaa na Maendeleo ya Jamii (Marekebisho) za 2024.",Disaster/Health
"« Lorsque les filles réussissent, c’est l’ensemble des communautés qui commence à changer » : un refuge rural du Kenya donne de l’espoir aux filles malgré les mutilations génitales féminines","""Lorsque les filles réussissent, c'est l'ensemble des communautés qui commence à changer"" : un refuge village du Kenya donne de l'espoir aux filles malgré les mutilations génitales féminines",Disaster/Health
Insecurity in Baringo: Security committee on tour to assess security situation. Local leaders want victims of banditry compensated #CitizenWeekend,Ukosefu wa usalama Baringo: Kamati ya usalama ikifanya ziara ya kutathmini hali ya usalama. Viongozi wa eneo hilo wanataka waathiriwa wa ujambazi walipwe fidia #CitizenWikendi,Governance
Floods kill animals and spread disease. Move herds to higher ground and disinfect pens after floods.,Mafuriko huua wanyama na kueneza magonjwa. Huhamisha makundi hadi kwenye maeneo ya juu na kuua vijidudu baada ya mafuriko.,Security
UNICEF Kenya Humanitarian Situation Report No. 1 (Drought) - 1 April to 31 May 2022,Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 1 (Ukame) - 1 Aprili hadi 31 Mei 2022,Disaster/Health
United Nations and partners call for $472.6 million to respond in 2023 as the drought in Kenya deepens,Umoja wa Mataifa na washirika watoa wito wa dola milioni 472.6 kujibu mwaka wa 2023 huku ukame ukizidi kuongezeka nchini Kenya.,Disaster/Health
Hunger in Kenya/Ethiopia: Malteser International expands aid to prevent conflicts,Njaa nchini Kenya/Ethiopia: Malteser International inapanua misaada ili kuzuia migogoro,Disaster/Health
The Probable Climate Scenarios of 2023 and 2024 in Kenya. (A period of failed rainfall seasons and elevated off-seasonal rainfall),Matukio Yanayowezekana ya Hali ya Hewa ya 2023 na 2024 nchini Kenya. (Kipindi cha misimu ya mvua iliyoshindikana na kuongezeka kwa mvua zisizo za msimu),Disaster/Health
Kilifi County: Drought Early Warning Bulletin for July 2023,Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health
"Impacts of the Cost of Inaction on WFP Food Assistance in Kenya (2021 & 2022), April 2023","Madhara ya Gharama ya Kutochukua Hatua kwa Usaidizi wa Chakula wa WFP nchini Kenya (2021 & 2022), Aprili 2023",Disaster/Health
Shape your future! Engage in youth civic forums.,Tengeneza mustakabali wako! Shiriki katika majukwaa ya kiraia ya vijana.,Education
Tackling the underlying drivers of vulnerability and supporting livelihoods can help communities strengthen their resilience and improve the effectiveness of heat adaptation and management efforts.,Kukabiliana na vichochezi vya msingi vya kuathirika na kutegemeza riziki kunaweza kusaidia jamii kuimarisha uthabiti wao na kuboresha ufanisi wa kukabiliana na joto na juhudi za usimamizi.,Disaster/Health
Kenya launches its Disaster Risk Financing Strategy 2026–2030,Kenya inazindua Mkakati wake wa Ufadhili wa Hatari za Maafa 2026-2030,Disaster/Health
Conduct parent-teacher conferences biannually.,Fanya mikutano ya wazazi na walimu mara mbili kwa mwaka.,Education
Kitui County: Drought Early Warning Bulletin for January 2024,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2024,Disaster/Health
"Triggers for the nine arid counties were activated based on the standardized precipitation index and vegetation condition index, enabling counties and organizations to commence anticipatory actions.","Vichochezi vya kaunti tisa zenye ukame viliamilishwa kwa kuzingatia faharasa sanifu ya kunyesha na hali ya uoto, kuwezesha kaunti na mashirika kuanza vitendo vya kutarajia.",Disaster/Health
Kenya Drought Response Dashboard (January to June 2023),Dashibodi ya Kukabiliana na Ukame Kenya (Januari hadi Juni 2023),Disaster/Health
IEBC urges youth to register as voters as deadline  looms,IEBC yawahimiza vijana kujiandikisha kama wapiga kura huku tarehe ya mwisho ikikaribia,Governance
Schools to remain open despite a surge in Covid-19 infection rates,Shule zitabaki wazi licha ya ongezeko la viwango vya maambukizi ya Covid-19,Health
"After floods, water sources may be contaminated. Use water purification tablets or boil water before drinking.","Baada ya mafuriko, vyanzo vya maji vinaweza kuwa vimechafuliwa. Tumia vidonge vya kusafisha maji au chemsha maji kabla ya kunywa.",Security
Taking over-the-counter or herbal medicines without a prescription during pregnancy can be dangerous.,Kuchukua dawa za mitishamba au zilizoagizwa bila agizo la daktari wakati wa ujauzito kunaweza kuwa hatari.,Health
"The case, a 29-yearold male truck driver, Kenyan national and a resident of Zambia was said to have visited St.","Kesi hiyo, dereva wa lori wa kiume mwenye umri wa miaka 29, raia wa Kenya na mkazi wa Zambia inasemekana alitembelea St.",Disaster/Health
We have now prepared the draft 2024 Budget Review and Outlook Paper for the MTEF FY 202 5/26 - 2027/28 Budget which is available at the National Treasury website (www.treasury.go.ke).,Sasa tumetayarisha rasimu ya Mapitio ya Bajeti ya 2024 na Mtazamo wa Bajeti ya MTEF FY 202 5/26 - 2027/28 ambayo inapatikana katika tovuti ya Hazina ya Kitaifa (www.treasury.go.ke).,Governance
"Missing Voices published a registry of killings and disappearances among youth during Gen Z protests, calling for formal investigations.","Missing Voices ilichapisha sajili ya mauaji na kutoweka kwa vijana wakati wa maandamano ya Gen Z, ikitaka uchunguzi rasmi ufanyike.",Security
Kenya: Registered refugees and asylum-seekers (as of 31 August 2024),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 31 Agosti 2024),Disaster/Health
Use fog lights correctly to enhance visibility.,Tumia taa za ukungu kwa usahihi ili kuongeza mwonekano.,Security
Integrate all! Support refugee students in local schools.,Unganisha wote! Wasaidie wanafunzi wakimbizi katika shule za mitaa.,Education
IG banned arms in disturbed areas; surrender weapons to police.,IG ilipiga marufuku silaha katika maeneo yenye vurugu; walisalimisha silaha kwa polisi.,Security
IEBC voter registration starts Monday ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ bring ID to your school or chiefÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s office NOW!,Usajili wa wapiga kura wa IEBC unaanza Jumatatu. Lete kitambulisho shuleni kwako au ofisini kwa mkuu wa shule SASA!,Education
"Launch of fortified maize, soy blend distributed across primary schools to address undernutrition.",Uzinduzi wa mchanganyiko wa mahindi na soya ulioimarishwa umesambazwa katika shule za msingi ili kukabiliana na utapiamlo.,Health
Genetic analysis conducted by EPHI indicated that the virus strain was consistent with those reported in recent outbreaks in other countries within the East African region.,Uchambuzi wa kinasaba uliofanywa na EPHI ulionyesha kuwa aina ya virusi hivyo ilikuwa sawa na ile iliyoripotiwa katika milipuko ya hivi majuzi katika mataifa mengine ndani ya ukanda wa Afrika Mashariki.,Health
"WFP Kenya Country Brief, April 2022","Muhtasari wa Nchi wa WFP Kenya, Aprili 2022",Disaster/Health
West Pokot: Drought Early Warning Bulletin for April 2023,Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2023,Disaster/Health
Urgent Investment Needed in Climate Adaptation in Northern Kenya,Uwekezaji wa Haraka Unaohitajika katika Kukabiliana na Hali ya Hewa Kaskazini mwa Kenya,Disaster/Health
Kajiado County: Drought Early Warning Bulletin for December 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame la Desemba 2023,Disaster/Health
"A multi-agency forum aligned civil society, oversight bodies, and government to develop a coordinated police reform strategy.","Jukwaa la mashirika mengi liliunganisha asasi za kiraia, vyombo vya usimamizi, na serikali ili kuunda mkakati wa mageuzi ya polisi ulioratibiwa.",Security
KRA reminds taxpayers that agents are not allowed to collect cash payments in person. Use official PayBill numbers and receipts,KRA inawakumbusha walipa kodi kwamba mawakala hawaruhusiwi kukusanya malipo ya pesa taslimu ana kwa ana. Tumia nambari rasmi za PayBill na risiti,Security
"If you fee unweel, have a cold, a cough or fever, please call 719 or text *719#","Ikiwa unajisikia vibaya, una mafua, kikohozi au homa, tafadhali piga simu 719 au tuma ujumbe mfupi *719#",Health
"Notwithstanding the central role played by MSMEs, the businesses face many constraints that stifle their growth.","Licha ya jukumu kuu linalochezwa na MSMEs, biashara zinakabiliwa na vikwazo vingi vinavyozuia ukuaji wao.",Disaster/Health
EACC urges Kenyans to report all forms of corruption for investigation.,EACC inawasihi Wakenya kuripoti aina zote za ufisadi kwa ajili ya uchunguzi.,Governance
Build skills! Enroll in construction training programs.,Jenga ujuzi! Jiandikishe katika programu za mafunzo ya ujenzi.,Education
Makueni County: Drought Early Warning Bulletin for September 2022,Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
Samburu County: Drought Early Warning Bulletin for January 2023,Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2023,Disaster/Health
"Political Parties Liaison Committee backs IEBC, urges Gen Z to register as voters","Kamati ya Uhusiano ya Vyama vya Siasa yaiunga mkono IEBC, yahimiza Jenerali Z kujiandikisha kama wapiga kura",Governance
WHO urges vigilance in virus outbreak response.,WHO yahimiza umakini katika kukabiliana na mlipuko wa virusi.,Security
Narok County: Drought Early Warning Bulletin for April 2022,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health
Kilifi County: Drought Early Warning Bulletin for October 2024,Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2024,Disaster/Health
"It reflects the increasing climate variability affecting the country, where excess rainfall and deepening drought occur at the same time.","Inaonyesha mabadiliko ya hali ya hewa yanayoongezeka yanayoathiri nchi, ambapo mvua nyingi na ukame unaoongezeka hutokea kwa wakati mmoja.",Disaster/Health
"Kindly do the application via the TIMS portal, go http://ntsa.go.ke, click on TIMS register account then apply for your Smart DL.","Tafadhali tuma maombi kupitia lango la TIMS, nenda http://ntsa.go.ke, bofya akaunti ya kujisajili ya TIMS kisha utume maombi ya Smart DL yako.",Governance
Many of those affected had lived in the camps for more than 30 years.,Wengi wa walioathiriwa walikuwa wameishi katika kambi hizo kwa zaidi ya miaka 30.,Disaster/Health
"""Communications Authority has launched a hotline for reporting impersonation scams involving fake mobile providers. Dial 0800 222 777 to report.""","""Mamlaka ya Mawasiliano imezindua simu ya dharura kwa ajili ya kuripoti ulaghai wa uigaji unaohusisha watoa huduma bandia za simu. Piga 0800 222 777 ili kuripoti.""",Security
Communications Authority has warned of fake WiFi installers operating in residential estates. Confirm service providers through the CA licensed list,Mamlaka ya Mawasiliano imeonya kuhusu wafungaji bandia wa WiFi wanaofanya kazi katika maeneo ya makazi. Thibitisha watoa huduma kupitia orodha iliyoidhinishwa ya CA,Security
IEBC encourages members of the public to submit comments on for better service delivery.,IEBC inawahimiza wananchi kuwasilisha maoni yao ili kuboresha utoaji wa huduma.,Governance
Canada advises high vigilance across Kenya due to ongoing extremist threats and warns against large gatherings.,Kanada inashauri kuwa makini kote Kenya kutokana na vitisho vinavyoendelea vya itikadi kali na inaonya dhidi ya mikusanyiko mikubwa.,Security
KNCHR urges action on human rights abuses and safety risks.,KNCHR yahimiza hatua kuchukuliwa dhidi ya ukiukwaji wa haki za binadamu na hatari za usalama.,Security
Men are encouraged to accompany their partners to antenatal clinics and support them during pregnancy and after childbirth. Male involvement improves outcomes.,Wanaume wanahimizwa kuandamana na wenzi wao kwenye kliniki za ujauzito na kuwasaidia wakati wa ujauzito na baada ya kujifungua. Ushiriki wa wanaume huboresha matokeo.,Health
"These deaths are largely driven by postpartum haemorrhage (PPH), hypertensive disorders, prematurity, intrapartum asphyxia, and sepsis—conditions that are largely preventable with timely, high-quality care.","Vifo hivi huchangiwa kwa kiasi kikubwa na kuvuja damu baada ya kuzaa (PPH), matatizo ya shinikizo la damu, kuzaliwa kabla ya wakati, kukosa hewa ya ndani ya uzazi, na sepsis—hali ambazo zinaweza kuzuilika kwa wakati unaofaa na kwa uangalizi wa hali ya juu.",Disaster/Health
"Announing meeting to reaffirm East African leadership in food labelling, marketing restrictions and nutrition reform.","Mkutano wa kutangaza kuthibitisha uongozi wa Afrika Mashariki katika uwekaji lebo za vyakula, vikwazo vya masoko na mageuzi ya lishe.",Health
From: Cabinet Office Updated: 6 November 2025 Public Switched Telephone Network charter The Public Switched Telephone Network charter sets out a voluntary agreement between the government and communication providers to protect vulnerable people when they are moved onto digital services.,Kutoka: Ofisi ya Baraza la Mawaziri Imesasishwa: 6 Novemba 2025 Mkataba wa Mtandao wa Simu Uliobadilishwa na Umma Mkataba wa Mtandao wa Simu Uliobadilishwa na Umma unatoa makubaliano ya hiari kati ya serikali na watoa huduma za mawasiliano ili kuwalinda watu walio katika mazingira magumu wanapohamishiwa kwenye huduma za kidijitali.,Governance
